id,gender,vetek,age,Total_income,Total_km,month
360,m,12.0,43.8,92423,11107,august
361,unknown,15.4,45.4,80575,8824,august
362,m,3.7,33.3,75247,9277,august
363,m,1.3,39.4,627322,12622,august
364,m,9.2,35.3,982141,7538,august
365,m,5.3,31.4,2692889,8631,august
366,m,7.5,37.3,133377,9478,august
367,m,5.2,53.2,4625343,9400,august
368,m,14.7,48.1,88710,8494,august
369,m,8.9,30.6,99088,10011,august
370,m,1.9,40.6,67677,7930,august
371,m,5.6,46.6,124760,7224,august
372,m,14.3,27.5,3741722,11034,august
373,m,5.9,55.3,85817,8710,august
374,unknown,13.9,34.0,79300,8439,august
375,m,18.2,37.6,118206,12006,august
376,m,6.4,32.2,106570,8949,august
377,f,4.0,52.1,78280,8033,august
378,unknown,3.5,31.0,165972,12246,august
379,m,12.4,59.4,105081,9364,august
380,m,1.5,55.5,5564458,8900,august
381,m,34.0,38.4,7690603,9161,august
382,m,10.9,28.7,4836538,8818,august
383,m,15.6,31.8,73070,8305,august
384,m,2.5,37.8,1419156,8542,august
385,m,9.4,38.9,738033,8190,august
386,m,12.8,31.8,123683,14833,august
387,m,16.0,40.5,103892,6881,august
388,m,1.6,2.713396319478533,82461,9841,august
389,m,1.7,52.8,76808,8275,august
390,m,12.7,48.6,226519,11310,august
391,m,2.2,42.2,72934,8658,august
392,unknown,4.8,27.7,97858,10092,august
393,m,7.3,28.1,138498,7663,august
394,m,5.1,50.5,133837,12316,august
395,m,16.9,53.5,94253,8021,august
396,m,12.5,27.4,130221,11459,august
397,m,12.9,21.87675782579567,3587789,6710,august
398,m,4.8,46.3,91929,7783,august
399,m,312.0,48.1,4201241,9779,august
400,unknown,10.9,52.3,96757,9173,august
401,m,13.2,120.3,92455,7790,august
402,m,15.1,30.0,2117453,8422,august
403,m,7.8,40.1,104597,7413,august
404,m,14.7,50.0,81223,8404,august
405,m,54.0,26.5,2456504,7136,august
406,unknown,1.4,31.1,111057,11408,august
407,m,2.4,40.9,2239442,9338,august
408,m,312.0,59.4,95311,8769,august
409,m,14.6,39.3,172407,7810,august
410,m,17.4,33.1,128080,9141,august
411,m,2.5,53.0,6144841,7912,august
412,m,4.6,53.6,98496,11877,august
413,m,1.0,42.2,239285,12619,august
414,m,7.7,32.4,126746,15703,august
415,m,7.1,56.8,3718297,9103,august
416,m,16.2,45.2,155774,14748,august
417,m,3.6,38.5,95863,9715,august
418,m,9.8,45.0,5487238,10785,august
419,m,18.2,120.3,82280,7831,august
420,m,5.9,51.1,853842,11261,august
421,m,11.2,45.6,839949,7657,august
422,m,11.6,44.5,1572119,9375,august
423,m,211.0,54.0,75494,7478,august
424,m,3.8,44.2,742434,7053,august
425,m,17.9,120.3,103974,8567,august
426,m,7.2,38.1,90602,8894,august
427,m,3.4,42.4,154783,8483,august
428,m,13.8,31.3,53057,6659,august
429,m,4.7,41.0,64183,6803,august
430,m,11.6,120.3,710074,8352,august
431,m,3.0,37.0,105027,9778,august
432,m,318.0,41.7,153491,11532,august
433,m,8.6,31.8,57026,6649,august
434,m,7.7,31.2,2251491,11808,august
435,f,17.1,54.8,91117,9200,august
436,unknown,12.0,32.1,84321,8976,august
437,m,9.8,29.3,1996743,8317,august
438,m,7.0,31.7,400000,8668,august
439,m,103.0,59.6,1195288,11322,august
440,f,4.4,33.9,77794,10620,august
441,m,2.3,45.3,1577770,12461,august
442,m,13.5,56.1,161098,16192,august
443,m,1.5,31.0,59540,6884,august
444,m,4.1,39.4,4855058,10198,august
445,m,18.6,53.8,1076401,13377,august
446,m,45.0,43.5,84768,8327,august
447,m,12.1,59.8,100276,9296,august
448,m,15.3,46.1,1567925,5983,august
449,m,18.7,32.8,4306914,8312,august
450,m,13.3,52.1,118286,9680,august
451,m,10.2,41.3,66013,6303,august
452,m,4.4,47.7,1818042,7857,august
453,f,5.4,54.8,1996022,9048,august
454,m,82.0,34.5,90263,8138,august
455,m,3.9,120.3,134266,8934,august
456,m,5.9,50.2,3527563,8536,august
457,m,10.5,57.8,103842,9567,august
458,m,64.0,34.0,1437969,10263,august
459,m,131.0,31.0,2127875,9207,august
460,f,118.0,27.3,48208,7229,august
461,m,2.5,59.2,1483839,14187,august
462,unknown,10.3,33.6,3656566,7387,august
463,m,10.3,42.5,122949,13557,august
464,m,6.4,52.8,80727,7936,august
465,m,17.2,56.4,3799667,8167,august
466,m,13.4,46.1,3303754,9261,august
467,m,192.0,120.3,3628800,8914,august
468,m,3.3,46.7,3920562,7833,august
469,m,10.3,58.4,4719469,8626,august
470,m,3.5,39.3,101487,10609,august
471,m,4.4,58.8,2360372,8872,august
472,unknown,8.5,34.9,2368342,9910,august
473,m,14.6,53.5,527193,7907,august
474,m,13.1,50.7,4317060,8057,august
475,m,9.6,32.1,87296,9063,august
476,m,18.3,120.3,852510,9971,august
477,m,8.8,40.7,154254,8939,august
478,m,7.8,29.7,616180,13201,august
479,m,1.0,48.9,71425,7182,august
480,m,11.5,32.9,4266390,7694,august
481,f,17.1,45.5,5535002,8212,august
482,m,13.1,59.6,130778,13614,august
483,m,12.5,41.9,177887,9798,august
484,m,4.1,30.6,93191,8953,august
485,m,15.4,50.7,91077,8713,august
486,m,5.1,50.8,145460,11676,august
487,m,14.8,26.6,1499995,7145,august
488,m,5.8,26.8,2683467,8015,august
489,m,17.4,34.0,2336018,7576,august
490,m,12.7,56.9,105701,10567,august
491,m,3.2,55.4,81438,9177,august
492,m,11.8,41.6,127372,7817,august
493,m,85.0,56.0,2570206,8033,august
494,m,7.9,43.1,1840260,6781,august
495,m,5.5,46.9,192921,18632,august
496,m,17.3,52.6,1615569,11114,august
497,unknown,11.7,40.6,79913,8758,august
498,m,15.3,43.5,624089,7268,august
499,m,1.0,26.7,2928330,8124,august
500,f,13.5,40.6,871337,9005,august
501,m,9.3,42.0,70949,7401,august
502,m,7.9,55.8,101067,7885,august
503,m,18.0,120.3,105502,10920,august
504,m,1.8,34.3,765748,8537,august
505,m,2.5,28.0,922361,9482,august
506,m,5.6,33.0,758097,10405,august
507,m,9.5,57.0,2810529,9249,august
508,m,8.3,48.4,4317305,9039,august
509,m,172.0,41.0,2673823,11152,august
510,m,12.2,49.3,7093661,9290,august
511,m,10.9,29.7,3196355,9024,august
512,unknown,15.9,44.4,69755,8597,august
513,m,14.3,36.5,121961,8219,august
514,m,12.9,39.3,89514,6955,august
515,m,9.7,51.0,136762,9646,august
516,m,18.0,60.2,1085895,7038,august
517,m,16.4,41.2,100190,8655,august
518,m,16.6,49.3,592680,7997,august
519,unknown,1.7,37.0,114694,11061,august
520,m,8.8,49.0,3047655,10004,august
521,m,303.0,50.4,91985,9198,august
522,m,14.7,46.5,94349,10119,august
523,m,1.2,26.4,171507,10162,august
524,f,18.5,33.8,2958236,9679,august
525,m,9.1,33.5,83350,7962,august
526,m,18.8,56.6,3335024,9067,august
527,m,141.0,120.3,2820170,7318,august
528,m,15.5,27.1,96065,11883,august
529,m,6.1,42.2,73150,8675,august
530,unknown,6.9,41.5,130243,11695,august
531,m,331.0,40.9,2610634,9053,august
532,m,193.0,32.5,740526,8838,august
533,unknown,49.0,30.1,978242,7742,august
534,m,16.5,57.3,86072,8518,august
535,m,2.9,57.0,4418110,10522,august
536,m,3.4,49.4,198957,10936,august
537,m,2.5,31.6,95343,6779,august
538,unknown,13.5,38.4,1345682,12618,august
539,m,10.6,35.8,513959,9493,august
540,m,6.5,35.9,89920,9035,august
541,m,8.1,43.0,73799,10059,august
542,m,7.8,29.7,3727661,8293,august
543,m,12.0,53.6,2207365,11749,august
544,m,13.0,33.3,322467,9980,august
545,m,3.8,36.7,60547,7021,august
546,m,13.5,49.9,1204158,9216,august
547,m,7.5,12.719045247555622,108439,8423,august
548,m,12.5,46.6,5339550,7537,august
549,m,16.4,49.5,1486723,12140,august
550,unknown,7.5,40.8,3614678,8098,august
551,m,4.3,120.3,2283578,12135,august
552,m,7.3,56.0,3724555,8604,august
553,m,1.8,29.6,767866,7380,august
554,m,9.5,34.4,146865,8692,august
555,m,3.5,56.5,118323,12238,august
556,m,286.0,45.0,81512,9159,august
557,m,16.5,55.7,62140,7269,august
558,m,9.1,29.9,4251385,11641,august
559,f,4.7,57.1,997960,9041,august
560,m,12.4,35.5,148754,7206,august
561,unknown,6.2,38.5,103974,8329,august
562,m,10.0,37.4,107630,7890,august
563,m,7.1,38.4,73367,8083,august
564,m,18.6,30.8,5705187,8646,august
565,m,17.2,38.6,3394116,8919,august
566,m,11.7,120.3,4821091,11538,august
567,m,15.0,43.4,4173498,12840,august
568,m,16.5,120.3,65974,7826,august
569,m,13.3,34.1,4604784,7522,august
570,m,16.8,41.6,108863,8525,august
571,m,13.8,47.5,91672,9089,august
572,m,7.6,120.3,94651,7751,august
573,m,6.4,55.0,1161488,10428,august
574,m,108.0,55.1,79004,8100,august
575,m,10.9,27.2,1165547,8249,august
576,m,4.1,58.4,95199,7678,august
577,m,15.7,37.0,1970994,7738,august
578,m,8.8,50.1,104734,10634,august
579,m,99.0,35.3,76699,7932,august
580,m,10.4,58.2,190204,10817,august
581,m,18.5,30.2,4217152,9655,august
582,m,4.4,41.0,90085,10105,august
583,m,8.2,33.9,844561,8193,august
584,m,14.9,37.4,58031,7289,august
585,m,11.3,31.9,97706,8483,august
586,m,7.8,26.5,2546816,8985,august
587,m,9.9,46.0,3699712,7385,august
588,f,14.8,41.8,2759192,8795,august
589,m,6.4,35.0,65117,7104,august
590,m,4.2,34.7,3919647,8547,august
591,m,9.5,50.5,96237,7301,august
592,m,12.7,46.9,169675,7028,august
593,m,15.5,37.3,1262742,9090,august
594,f,12.7,38.9,2069106,9239,august
595,m,7.1,39.5,105075,9183,august
596,m,13.7,50.5,746549,7998,august
597,m,13.1,54.4,81671,8588,august
598,m,9.4,45.6,78654,7614,august
599,m,18.4,120.3,127100,10058,august
600,m,17.2,32.8,128896,7220,august
601,m,75.0,34.1,661073,7670,august
602,m,17.8,31.7,1041059,8711,august
603,m,10.7,29.3,117924,8042,august
604,m,7.6,53.6,3381225,8741,august
605,f,5.9,57.9,2327353,7525,august
606,m,15.1,45.8,489172,9709,august
607,m,13.1,28.5,6144218,10639,august
608,m,13.4,58.1,4363551,7928,august
609,m,4.6,120.3,107820,10605,august
610,m,8.9,59.1,1950082,8260,august
611,m,148.0,56.8,69763,10031,august
612,m,10.3,51.1,144363,11050,august
613,m,2.5,45.1,6909055,13025,august
614,m,17.8,54.2,129587,9328,august
615,m,2.9,46.0,97621,7435,august
616,m,8.8,55.8,70604,8748,august
617,m,17.4,32.4,3444126,9539,august
618,m,9.0,57.9,101439,10338,august
619,m,4.2,49.5,3897260,9622,august
620,m,1.6,51.7,96281,8010,august
621,m,1.7,48.3,1101525,7958,august
622,m,7.6,47.5,4842514,9531,august
623,unknown,14.4,120.3,3787395,8156,august
624,m,244.0,47.1,102652,8668,august
625,m,13.8,52.0,111245,11296,august
626,m,18.1,46.2,136727,8915,august
627,m,15.2,35.5,1851818,7770,august
628,m,15.2,55.3,1115866,8630,august
629,m,15.7,40.8,1305369,7735,august
630,m,17.3,39.3,2872288,10249,august
631,m,6.2,37.4,192157,11838,august
632,m,14.1,29.7,115064,7893,august
633,f,2.6,40.8,79425,9637,august
634,m,4.5,41.1,81230,8861,august
635,m,14.8,50.1,74470,8820,august
636,f,7.2,58.1,450999,8778,august
637,m,3.0,57.7,74591,8272,august
638,m,9.4,57.1,94594,10370,august
639,m,9.2,44.4,122551,12895,august
640,unknown,9.2,59.0,75988,7979,august
641,m,11.0,28.0,162394,9421,august
642,m,8.4,37.7,109486,8864,august
643,m,16.0,30.1,633555,9629,august
644,m,5.4,54.4,92010,9078,august
645,m,2.3,46.7,68628,7696,august
646,m,10.2,29.8,3310681,8287,august
647,f,11.7,57.5,152401,8626,august
648,m,4.4,43.4,85025,8522,august
649,f,6.4,35.3,61566,6127,august
650,m,12.5,37.3,631803,12059,august
651,m,8.3,33.5,93556,7808,august
652,unknown,1.1,37.6,122360,7964,august
653,m,13.8,52.1,98694,9066,august
654,m,9.7,50.0,667836,8783,august
655,m,7.7,45.8,90013,8890,august
656,m,17.8,50.8,121012,8574,august
657,m,10.4,47.5,1934314,8522,august
658,m,11.6,41.0,105526,8410,august
659,m,14.7,59.7,95004,8733,august
660,m,321.0,51.0,79687,7440,august
661,m,1.7,51.6,117858,10100,august
662,m,6.8,45.3,75094,9555,august
663,m,12.1,51.1,102290,8743,august
664,m,17.9,40.0,4328781,9433,august
665,m,215.0,120.3,194126,9468,august
666,m,8.7,29.7,1077091,7617,august
667,unknown,1.7,47.7,5146852,12001,august
668,m,14.9,25.268503225143835,89279,9877,august
669,m,13.9,47.0,141451,9419,august
670,m,8.3,30.4,3011113,10228,august
671,m,16.8,55.8,147134,14440,august
672,m,13.5,47.6,98670,11452,august
673,m,5.2,43.4,5002862,11915,august
674,m,16.6,55.5,74983,9121,august
675,m,10.5,50.6,63498,8526,august
676,m,17.0,38.1,102701,8978,august
677,m,14.4,53.2,122571,9955,august
678,m,7.7,50.0,86140,8413,august
679,m,10.4,27.0,2027364,9005,august
680,m,18.9,55.5,71839,8568,august
681,m,4.5,51.2,74007,8690,august
682,m,10.8,40.9,3291924,9142,august
683,unknown,3.6,48.7,83531,9441,august
684,m,169.0,120.3,94455,6785,august
685,m,7.8,41.3,4428659,8620,august
686,m,5.5,35.1,90534,9030,august
687,m,9.8,38.1,1492935,7162,august
688,m,4.0,35.8,143677,8767,august
689,m,2.4,57.4,3431536,8294,august
690,m,8.8,14.92367975713193,108521,9886,august
691,m,129.0,38.3,2081116,9191,august
692,m,2.3,36.7,68147,8830,august
693,unknown,9.9,47.4,79907,7511,august
694,m,8.8,51.0,116138,8921,august
695,m,15.1,34.7,153118,9488,august
696,m,14.7,35.4,114301,7663,august
697,m,15.2,29.3,119761,9845,august
698,m,5.0,56.9,124656,8049,august
699,m,17.8,33.1,3743657,7711,august
700,m,10.6,45.5,164020,7928,august
701,m,10.7,31.7,79111,8823,august
702,m,12.7,51.8,716848,7187,august
703,m,7.8,120.3,89696,10808,august
704,f,7.7,52.0,739369,8217,august
705,m,1.7,40.9,85720,8133,august
706,m,112.0,45.8,5500575,9157,august
707,m,12.6,50.7,1816367,6115,august
708,m,1.6,34.8,80349,8728,august
709,m,12.6,33.0,76905,8382,august
710,m,7.4,51.7,5564724,9678,august
711,m,17.6,45.9,81450,10244,august
712,f,13.8,120.3,119249,8253,august
713,m,18.2,40.2,74277,7054,august
714,m,9.7,34.0,80888,9891,august
715,m,5.3,46.2,154212,7830,august
716,m,361.0,34.0,700278,8006,august
717,m,18.7,46.1,70457,7486,august
718,m,1.7,59.4,100393,9402,august
719,m,356.0,26.9,134467,8756,august
720,m,15.1,58.8,77855,13029,august
721,m,14.4,31.0,4226664,9107,august
722,m,18.3,39.8,595732,18353,august
723,unknown,3.7,120.3,97118,11522,august
724,f,16.0,42.1,2033010,7819,august
725,m,3.3,33.4,1580368,7171,august
726,m,4.5,52.4,146563,10841,august
727,m,16.6,48.2,115560,9035,august
728,m,2.9,51.8,4463966,8374,august
729,m,9.7,54.0,83592,10113,august
730,m,1.5,55.1,3322179,8113,august
731,unknown,7.5,29.6,73260,7794,august
732,m,179.0,48.3,3340029,11110,august
733,m,13.6,46.5,1785773,7349,august
734,m,11.6,41.5,4303999,8353,august
735,m,4.8,48.4,92267,8641,august
736,m,13.3,38.2,506376,9726,august
737,m,94.0,52.4,136096,8449,august
738,m,92.0,31.1,5888320,9198,august
739,m,218.0,32.0,94598,9851,august
740,m,9.9,48.8,6911251,10439,august
741,m,11.2,36.6,107857,8790,august
742,m,1.4,42.1,10786432,8764,august
743,m,1.1,50.2,64646,8118,august
744,m,14.3,42.5,5250404,10487,august
745,m,15.9,45.4,136367,10426,august
746,m,1.6,42.6,1922657,7922,august
747,m,242.0,37.8,89354,9573,august
748,f,14.3,35.0,99791,11043,august
749,m,12.2,34.3,165838,9173,august
750,m,16.5,51.9,103514,6913,august
751,m,6.5,50.0,4587097,9835,august
752,m,142.0,57.9,6797657,8941,august
753,m,12.8,27.1,1163867,10948,august
754,m,11.8,49.8,189432,9773,august
755,m,14.7,47.4,107126,8399,august
756,unknown,95.0,49.2,4997598,9358,august
757,m,13.5,120.3,4810096,11275,august
758,m,3.4,40.2,217389,11871,august
759,m,3.4,38.8,637828,6882,august
760,m,11.1,42.1,157884,9648,august
761,m,8.7,27.7,3095513,13611,august
762,m,14.9,41.6,2483455,8180,august
763,m,6.6,31.4,99798,10583,august
764,m,15.0,41.7,107778,8878,august
765,m,296.0,42.0,2544403,7763,august
766,m,7.1,56.8,2575585,8591,august
767,m,1.2,51.0,1408640,8222,august
768,m,6.3,57.9,3725994,7682,august
769,unknown,18.9,53.2,102077,9720,august
770,m,15.9,50.3,55899,7614,august
771,m,12.7,53.8,84089,9086,august
772,m,8.2,42.1,4936517,9502,august
773,m,14.6,120.3,147708,11802,august
774,m,17.0,56.5,81748,8874,august
775,m,9.8,44.5,101211,10481,august
776,m,15.6,120.3,87479,8685,august
777,m,16.0,53.6,147579,10957,august
778,m,4.5,56.9,1215997,9198,august
779,m,18.0,30.525708594133494,3019566,8324,august
780,m,1.9,46.2,6557071,7781,august
781,m,14.1,27.7,181521,12454,august
782,m,15.8,51.4,1559015,6303,august
783,m,9.7,37.7,4142164,6995,august
784,m,86.0,48.3,96642,8436,august
785,m,14.7,24.92932868520902,121103,12228,august
786,m,0.0,40.8,98852,8582,august
787,m,12.3,53.6,101587,7735,august
788,m,18.3,26.9,5107421,11167,august
789,f,8.0,34.1,107286,8898,august
790,m,5.0,31.6,3184845,8029,august
791,m,8.0,54.3,111413,9523,august
792,m,8.7,120.3,3728895,12195,august
793,m,12.5,29.3,2579635,8185,august
794,m,12.3,28.8,85145,6966,august
795,m,8.6,44.7,74293,6440,august
796,m,127.0,54.0,1110030,7737,august
797,m,5.9,38.9,85478,8301,august
798,m,144.0,29.6,49734,6313,august
799,m,1.1,39.7,114229,11158,august
800,m,15.0,49.8,1152746,8539,august
801,m,11.4,36.8,4064457,14513,august
802,m,11.4,31.3,131679,8717,august
803,m,13.8,33.9,4866628,6881,august
804,m,13.2,26.7,1025486,10680,august
805,m,10.5,35.1,184866,8653,august
806,m,7.6,44.4,404535,7586,august
807,m,12.8,120.3,159072,10823,august
808,m,4.6,39.6,165697,10301,august
809,m,17.8,34.6,69668,8940,august
810,m,2.3,38.8,3144964,14573,august
811,m,18.6,120.3,5132736,10314,august
812,m,337.0,49.0,77425,9643,august
813,m,16.7,50.6,128274,8831,august
814,m,18.7,27.4,150592,11554,august
815,unknown,100.0,58.6,94641,8646,august
816,m,1.0,26.3,197612,12454,august
817,m,7.4,30.1,179603,10189,august
818,m,4.6,120.3,168022,11231,august
819,m,15.2,27.9,1953011,9129,august
820,m,14.0,26.4,142216,8490,august
821,m,4.4,49.9,1866321,7570,august
822,unknown,2.9,48.3,4242309,10170,august
823,m,125.0,44.7,96747,9846,august
824,m,2.9,50.5,1519895,9327,august
825,m,5.7,34.0,105014,8840,august
826,m,5.3,28.1,6335798,14310,august
827,m,3.2,59.6,129518,9965,august
828,unknown,1.1,44.9,107698,8343,august
829,m,194.0,29.6,2551226,9555,august
830,m,5.2,44.2,129326,9727,august
831,m,8.5,48.6,128005,8630,august
832,m,13.3,120.3,5578582,9575,august
833,m,14.0,40.2,2277424,8639,august
834,m,1.8,34.1,1163673,9440,august
835,m,12.8,120.3,3363499,15365,august
836,unknown,74.0,49.5,4402101,9877,august
837,m,12.8,30.4,86319,7434,august
838,m,17.2,120.3,745877,9285,august
839,m,1.6,31.1,4962754,8961,august
840,m,109.0,30.2,3348412,8412,august
841,m,252.0,42.5,80518,6902,august
842,m,6.3,42.8,2287248,7853,august
843,f,15.0,34.9,1731361,10943,august
844,m,2.4,41.8,112545,12183,august
845,m,5.5,120.3,2308468,9822,august
846,m,17.2,27.4,3872275,10372,august
847,m,5.2,45.3,66439,5844,august
848,m,10.1,52.6,114431,10437,august
849,m,12.1,59.8,158537,7633,august
850,m,1.4,33.7,4976122,7202,august
851,m,2.4,37.3,155500,8926,august
852,f,13.3,32.2,3085967,9065,august
853,m,2.3,36.8,67659,7961,august
854,m,18.7,38.5,144004,9291,august
855,m,15.2,58.5,5463057,8329,august
856,m,16.7,48.1,111712,9259,august
857,m,3.3,32.2,80892,9425,august
858,m,1.5,32.6,108160,10171,august
859,m,4.2,38.4,130943,10070,august
860,m,16.8,32.7,61545,8721,august
861,m,12.6,42.3,4575870,8563,august
862,f,4.1,48.0,2046702,13551,august
863,m,17.6,42.6,127318,9551,august
864,m,8.6,30.0,381544,8437,august
865,m,103.0,52.9,128843,10207,august
866,m,6.1,29.7,4117670,12421,august
867,m,10.1,47.8,6182158,12968,august
868,m,7.3,26.8,113323,9350,august
869,m,13.3,32.5,206005,9922,august
870,m,2.6,37.2,1521013,8490,august
871,m,7.2,12.210283437653397,90855,8183,august
872,m,11.6,44.9,2828986,10047,august
873,m,16.5,27.4,109840,8881,august
874,m,2.2,32.3,1549887,6902,august
875,unknown,16.3,36.7,100807,7312,august
876,m,5.8,28.9,2201643,8082,august
877,m,16.7,35.2,90091,10428,august
878,m,5.5,30.6,121474,8559,august
879,unknown,3.3,58.7,72978,9387,august
880,m,212.0,39.4,3236643,11675,august
881,m,2.0,47.3,453570,8861,august
882,m,219.0,28.0,3804366,9194,august
883,m,15.3,25.94685230501347,82642,6082,august
884,m,204.0,58.4,140832,9240,august
885,m,6.5,57.1,110722,10860,august
886,m,10.7,54.0,87914,11996,august
887,m,9.0,120.3,81396,7439,august
888,m,4.0,120.3,90642,6964,august
889,unknown,2.0,50.0,115160,8654,august
890,m,17.6,49.7,2891291,11949,august
891,m,13.8,50.8,48052,6469,august
892,m,15.5,59.7,127330,9390,august
893,m,2.4,33.1,1095938,7071,august
894,m,18.1,41.6,151280,10006,august
895,m,17.3,27.8,73448,8491,august
896,m,10.0,52.8,112517,10012,august
897,m,2.5,38.0,95078,10388,august
898,m,9.0,41.2,123227,9428,august
899,m,10.2,52.9,2165500,11149,august
900,m,9.4,35.8,54028,6855,august
901,m,9.0,50.8,2285960,8632,august
902,m,5.8,57.9,70157,7827,august
903,m,16.7,120.3,65970,8505,august
904,m,4.0,120.3,608396,8661,august
905,m,15.8,26.9,1906814,8602,august
906,m,5.3,51.6,76937,7932,august
907,f,3.8,55.4,19752147,12453,august
908,m,15.1,33.4,1817485,6919,august
909,f,18.5,39.5,2615592,12079,august
910,m,209.0,52.5,78740,9751,august
911,m,13.9,48.1,78939,8227,august
912,m,16.5,50.2,74377,8102,august
913,m,9.3,47.9,3416615,10062,august
914,m,6.4,48.8,177588,10958,august
915,m,13.0,41.3,3166371,9666,august
916,m,18.0,59.4,3585157,7508,august
917,m,17.7,27.0,75369,8917,august
918,m,2.6,39.3,110063,10062,august
919,m,11.6,28.9,140334,11129,august
920,unknown,14.6,59.3,99214,8373,august
921,m,17.4,50.2,4311484,8083,august
922,m,292.0,53.0,101670,10809,august
923,m,7.7,26.6,635418,7584,august
924,m,11.3,58.7,1571545,8562,august
925,m,5.5,51.7,93388,8038,august
926,m,14.0,38.1,2748159,9107,august
927,m,9.6,47.8,124281,8238,august
928,m,14.1,57.4,193283,12418,august
929,m,4.4,36.0,154725,12834,august
930,m,16.9,48.3,6838783,8025,august
931,m,15.4,56.6,90446,8298,august
932,unknown,12.0,31.9,1328275,7694,august
933,m,14.2,42.9,56065,7133,august
934,m,13.9,26.6,1761164,8572,august
935,m,121.0,33.2,120301,9135,august
936,m,11.4,50.2,116241,10397,august
937,m,11.5,49.3,2339000,10112,august
938,m,16.4,58.6,151332,8917,august
939,m,2.4,43.8,81177,8165,august
940,m,9.6,48.3,126375,9313,august
941,m,2.8,29.4,3840569,14563,august
942,m,14.9,44.6,68716,9013,august
943,f,232.0,52.8,1397630,7310,august
944,m,14.1,43.7,93918,8924,august
945,m,7.3,34.8,3264353,8367,august
946,m,6.6,47.1,4850349,9915,august
947,m,14.9,35.9,121978,9663,august
948,m,3.6,31.9,66220,8177,august
949,m,12.6,30.7,2006608,12177,august
950,m,6.3,29.1,3599698,8145,august
951,m,10.5,59.9,111404,10975,august
952,m,4.4,50.9,125248,8120,august
953,m,14.8,42.1,1122828,9433,august
954,m,5.8,36.4,112807,11320,august
955,m,8.5,30.1,102604,8845,august
956,m,15.6,59.6,72584,7836,august
957,m,5.3,49.7,130488,9019,august
958,m,2.3,36.9,149786,9378,august
959,m,13.2,57.4,67626,7206,august
960,m,9.8,50.1,4872037,8487,august
961,m,6.9,56.7,3378052,9024,august
962,unknown,289.0,48.0,108243,8954,august
963,m,10.8,45.2,2880091,12160,august
964,m,6.4,44.5,1974610,11213,august
965,m,5.6,60.2,62512,6954,august
966,m,28.0,41.1,4068917,9339,august
967,m,2.4,50.5,1781387,9276,august
968,unknown,2.6,53.8,144806,11855,august
969,f,265.0,57.2,98723,9469,august
970,m,11.4,28.3,57653,7678,august
971,m,15.5,58.2,22430615,13892,august
972,m,1.6,60.2,101125,9623,august
973,m,15.8,33.8,72992,8575,august
974,m,8.2,28.7,3668510,9437,august
975,m,9.3,40.8,1132663,15285,august
976,m,1.9,52.2,84090,9620,august
977,m,3.7,50.6,116341,11175,august
978,m,8.0,34.6,153936,8392,august
979,m,9.9,59.1,544391,9218,august
980,m,2.1,30.3,100898,9355,august
981,m,1.6,56.6,96073,8777,august
982,m,9.4,120.3,118530,8330,august
983,m,14.7,30.3,83559,8964,august
984,m,10.7,36.6,2363383,9463,august
985,m,15.1,46.2,1340761,8864,august
986,m,8.6,28.9,4063921,7593,august
987,m,13.8,26.8,104184,8546,august
988,m,11.3,26.5,84974,8714,august
989,m,6.4,120.3,2894063,9569,august
990,m,4.7,30.8,453993,8293,august
991,m,11.1,29.6,1477536,8518,august
992,m,17.3,30.4,2245799,12507,august
993,m,2.9,29.9,3710931,8651,august
994,m,2.6,37.1,569845,8958,august
995,m,3.7,120.3,5055816,8011,august
996,m,175.0,36.1,158608,8625,august
997,m,10.5,55.9,99091,9579,august
998,m,1.4,26.4,1301287,7532,august
999,m,14.1,39.4,121533,8510,august
1000,m,4.0,39.6,69577,7998,august
1,f,1.4,37.8,108640,9739,september
2,m,1.0,59.8,5155871,11368,september
3,m,4.7,43.4,219628,13173,september
4,m,11.7,53.9,82769,7257,september
5,m,4.7,34.1,519775,8426,september
6,m,15.1,29.8,5330230,7730,september
7,m,14.1,35.1,2568124,9919,september
8,m,13.2,33.7,135063,8909,september
9,m,8.9,44.7,3041041,7984,september
10,m,6.4,39.8,3745262,8105,september
11,m,215.0,33.4,5473879,11066,september
12,m,15.6,53.3,3049619,10096,september
13,m,15.2,37.8,79914,8996,september
14,m,1.7,51.0,21298255,15050,september
15,m,4.2,29.3,160671,11058,september
16,m,8.0,42.2,4410745,8644,september
17,m,18.5,120.3,87818,7413,september
18,m,16.0,30.7,4119197,18492,september
19,m,12.4,120.3,7075422,9993,september
20,m,18.1,46.4,108447,9036,september
21,m,7.5,27.1,87862,12964,september
22,m,13.8,44.5,63324,8330,september
23,m,322.0,45.4,148084,8091,september
24,m,12.8,27.4,125629,9226,september
25,m,14.6,29.1,103488,13162,september
26,f,2.7,41.9,143570,10338,september
27,m,12.8,48.7,162757,10072,september
28,m,4.4,59.6,900018,7714,september
29,m,10.7,40.8,2527127,12568,september
30,m,9.2,40.4,4156448,7932,september
31,unknown,16.8,31.0,2106435,7910,september
32,m,2.4,49.8,102781,8381,september
33,m,15.2,49.4,3612735,11350,september
34,m,18.6,120.3,3817479,9631,september
35,m,4.0,47.7,93270,9378,september
36,m,16.3,31.8,119634,8713,september
37,m,12.4,38.1,2566298,8438,september
38,unknown,5.9,45.7,5608977,8267,september
39,m,1.1,53.1,833047,7626,september
